key,value,date
Taylor Swift,3,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Jeremih Featuring YG,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Mark Ronson Featuring Bruno Mars,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Ed Sheeran,2,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Hozier,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Maroon 5,2,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Meghan Trainor,2,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Sam Smith,2,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Nick Jonas,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Fall Out Boy,3,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Ariana Grande & The Weeknd,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Big Sean Featuring E-40,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Usher Featuring Juicy J,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Selena Gomez,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
James Newton Howard Featuring Jennifer Lawrence,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Nicki Minaj Featuring Drake Lil Wayne & Chris Brown,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Ellie Goulding,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Pitbull & Ne-Yo,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Rae Sremmurd,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
O.T. Genasis,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Ella Henderson,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
I LOVE MAKONNEN Featuring Drake,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
The Weeknd,2,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Jessie J Ariana Grande & Nicki Minaj,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Mr. Probz,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Tove Lo,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Vance Joy,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Sia,2,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Flo Rida Featuring Sage The Gemini & Lookas,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Alesso Featuring Tove Lo,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Ne-Yo Featuring Juicy J,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
OneRepublic,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Lillywood & Robin Schulz,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Luke Bryan,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Carrie Underwood,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Eric Church,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Florida Georgia Line,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
MAGIC!,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
One Direction,2,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Iggy Azalea Featuring Rita Ora,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Fifth Harmony,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Calvin Harris Featuring John Newman,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Blake Shelton Featuring Ashley Monroe,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Prince Royce Featuring Snoop Dogg,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Sam Hunt,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Rihanna & Kanye West & Paul McCartney,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Thomas Rhett,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Calvin Harris Featuring Ellie Goulding,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
DeJ Loaf,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Nicki Minaj Featuring Beyonce,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Lee Brice,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Jason Aldean,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Tim McGraw,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Imagine Dragons,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
WALK THE MOON,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Chris Brown & Tyga,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Brett Eldredge,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Kelly Clarkson,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Randy Houser,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Kenny Chesney,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
J. Cole,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Nicki Minaj Featuring Drake & Lil Wayne,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Iggy Azalea Featuring M0,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Rae Sremmurd Featuring Nicki Minaj & Young Thug,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Chris Young,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
RaeLynn,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Hoodie Allen Featuring Ed Sheeran,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Cole Swindell,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Brad Paisley,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Fergie,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Darius Rucker,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Zac Brown Band,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Fifth Harmony Featuring Kid Ink,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Chase Bryant,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Fetty Wap,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Kid Ink Featuring Usher & Tinashe,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Sheppard,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Omarion Featuring Chris Brown & Jhene Aiko,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Dierks Bentley,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
B.o.B Featuring Trey Songz,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Jake Owen,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Wale Featuring Jeremih,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Natalie La Rose Featuring Jeremih,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Becky G,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
David Guetta Featuring Sam Martin,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Tyler Farr,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Trey Songz,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Beyonce,1,Thu Jan 01 2015 00:00:00 GMT-0500 (EST)
Ed Sheeran,7,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Luke Bryan,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Mark Ronson Featuring Bruno Mars,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Hozier,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Taylor Swift,13,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Maroon 5,8,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Meghan Trainor,8,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Sam Smith,11,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Nick Jonas,8,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Fall Out Boy,5,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Pitbull & Ne-Yo,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Usher Featuring Juicy J,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Ellie Goulding,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Rihanna & Kanye West & Paul McCartney,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Ariana Grande & The Weeknd,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Nicki Minaj Featuring Drake Lil Wayne & Chris Brown,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Big Sean Featuring E-40,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Selena Gomez,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
O.T. Genasis,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Beyonce,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Rae Sremmurd,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Ne-Yo Featuring Juicy J,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Ella Henderson,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Nicki Minaj Featuring Drake & Lil Wayne,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
James Newton Howard Featuring Jennifer Lawrence,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
I LOVE MAKONNEN Featuring Drake,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Flo Rida Featuring Sage The Gemini & Lookas,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Vance Joy,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Lillywood & Robin Schulz,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Tove Lo,8,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Jessie J Ariana Grande & Nicki Minaj,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Sia,8,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
The Weeknd,9,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Mr. Probz,2,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Alesso Featuring Tove Lo,3,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Prince Royce Featuring Snoop Dogg,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
MAGIC!,1,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
OneRepublic,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Eric Church,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Florida Georgia Line,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Blake Shelton Featuring Ashley Monroe,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Sam Hunt,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Calvin Harris Featuring Ellie Goulding,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
One Direction,5,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Thomas Rhett,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Fifth Harmony,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Imagine Dragons,7,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Carrie Underwood,3,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Kelly Clarkson,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Chris Brown & Tyga,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Nicki Minaj Featuring Beyonce,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Jason Aldean,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
DeJ Loaf,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Lee Brice,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Randy Houser,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
WALK THE MOON,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
J. Cole,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Brett Eldredge,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Rae Sremmurd Featuring Nicki Minaj & Young Thug,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Kanye West Featuring Paul McCartney,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Cole Swindell,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Chris Young,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Hoodie Allen Featuring Ed Sheeran,1,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Fetty Wap,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Zac Brown Band,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Tim McGraw,3,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Natalie La Rose Featuring Jeremih,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Darius Rucker,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
RaeLynn,2,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Sheppard,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Omarion Featuring Chris Brown & Jhene Aiko,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
George Ezra,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Chase Bryant,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Iggy Azalea Featuring M0,2,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Fergie,2,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Dierks Bentley,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Kenny Chesney,1,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
David Guetta Featuring Sam Martin,1,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Becky G,1,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Jake Owen,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Wale Featuring Jeremih,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Tyler Farr,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Brad Paisley,1,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Kid Ink Featuring Usher & Tinashe,2,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Ciara,1,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
B.o.B Featuring Trey Songz,4,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
G-Eazy Featuring Remo,2,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Beyonce Featuring Nicki Minaj Or Chimamanda Ngozi Adichie,2,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Missy "Misdemeanor" Elliott,2,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Big Sean Featuring Drake,3,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Fifth Harmony Featuring Kid Ink,1,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Shawn Mendes,1,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Kid Ink Featuring Chris Brown,1,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
A-Trak + Milo & Otis Featuring Rich Kidz,1,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Little Big Town,1,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Andy Grammer,1,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Drake,11,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Miranda Lambert,2,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Ariana Grande,2,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Drake Featuring PARTYNEXTDOOR,2,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Drake Featuring Lil Wayne,2,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Annie Lennox,1,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Empire Cast Featuring Jussie Smollett,1,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Florence + The Machine,2,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Trey Songz,1,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Common & John Legend,1,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Wiz Khalifa & Iggy Azalea,1,Sun Feb 01 2015 00:00:00 GMT-0500 (EST)
Mark Ronson Featuring Bruno Mars,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Ed Sheeran,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Maroon 5,8,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Ellie Goulding,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Rihanna & Kanye West & Paul McCartney,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Hozier,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Taylor Swift,14,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
The Weeknd,5,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Pitbull & Ne-Yo,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Meghan Trainor,9,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Usher Featuring Juicy J,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Sam Smith,12,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Nicki Minaj Featuring Drake & Lil Wayne,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Fall Out Boy,8,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Fetty Wap,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Zedd Featuring Selena Gomez,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Nicki Minaj Featuring Drake Lil Wayne & Chris Brown,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Ne-Yo Featuring Juicy J,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Nick Jonas,8,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Big Sean Featuring E-40,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Flo Rida Featuring Sage The Gemini & Lookas,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Natalie La Rose Featuring Jeremih,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Chris Brown & Tyga,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Lillywood & Robin Schulz,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Ella Henderson,3,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Ariana Grande,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Beyonce,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Sam Hunt,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Vance Joy,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Prince Royce Featuring Snoop Dogg,1,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Big Sean Featuring Drake,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Kelly Clarkson,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Sia,8,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Rae Sremmurd,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Drake,17,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Ariana Grande & The Weeknd,2,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Calvin Harris Featuring Ellie Goulding,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
WALK THE MOON,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
O.T. Genasis,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Omarion Featuring Chris Brown & Jhene Aiko,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Imagine Dragons,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Blake Shelton Featuring Ashley Monroe,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Common & John Legend,1,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Jessie J Ariana Grande & Nicki Minaj,1,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Thomas Rhett,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
One Direction,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Cole Swindell,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Jason Aldean,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Brett Eldredge,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Tove Lo,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Zac Brown Band,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
J. Cole,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Lee Brice,1,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Selena Gomez,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Nicki Minaj Featuring Beyonce,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Chris Young,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Randy Houser,2,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Kid Rock,1,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Luke Bryan,5,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Florida Georgia Line,3,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Darius Rucker,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Empire Cast Featuring Jussie Smollett & Yazz,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Rae Sremmurd Featuring Nicki Minaj & Young Thug,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
OneRepublic,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Dierks Bentley,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Trey Songz,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Sheppard,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Big Sean Featuring Kanye West,1,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
James Newton Howard Featuring Jennifer Lawrence,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Tyler Farr,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Little Big Town,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
George Ezra,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Eric Church,2,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Miranda Lambert,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Tori Kelly,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
A Thousand Horses,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Fifth Harmony,2,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Kanye West Featuring Paul McCartney,1,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Keith Urban Featuring Eric Church,4,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
Jake Owen,3,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
B.o.B Featuring Trey Songz,2,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
DeJ Loaf,2,Sun Mar 01 2015 00:00:00 GMT-0500 (EST)
